Channel,Material Description,Category,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202413,202414,202415,202416,202417,202418,202419,202420,202421,202422,202423,202424,202425,202426,202427,202428,202429,202430,202431,202432,202433,202434,202435,202436,202437,202438,202439,202440,202441,202442,202443,202444,202445,202446,202447,202448,202449,202450,202451,202452
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Cust. Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Channel Inv.,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,4,9,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,31,28,35
CUSTOMER2,"AV RECEIVER,HW-C450,COLOMBIA",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"AV RECEIVER,HW-C450,COLOMBIA",Cust. Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0
CUSTOMER2,"AV RECEIVER,HW-C450,COLOMBIA",Channel Inv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,9,4,2,1,2,0,0,0,0,0,0,0,0,0,10,8,3,3,2,1,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Cust. Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,6,2,3,1,6
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Channel Inv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,48,47,46,46,44,43,43,43,36,34,31,30,9
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,BLACK CAVIAR,T",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,BLACK CAVIAR,T",Cust. Sales,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,5,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,BLACK CAVIAR,T",Channel Inv.,1,0,0,0,0,0,0,0,0,0,0,0,30,25,22,15,15,10,9,9,7,7,6,6,6,6,6,12,6,6,5,5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,REAL STAINLESS",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,REAL STAINLESS",Cust. Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,2,2,1,0,1,1,0,1,1,1,1,0,0,0,2
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,REAL STAINLESS",Channel Inv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,41,40,38,36,34,33,33,32,31,31,30,29,28,27,27,27,27,19
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,BLACK CAVIAR,T",Sell-in,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,BLACK CAVIAR,T",Cust. Sales,0,0,0,1,0,2,5,2,2,4,1,2,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,BLACK CAVIAR,T",Channel Inv.,0,0,30,29,29,27,22,20,18,14,13,10,9,7,7,7,7,6,4,3,3,3,3,3,3,3,3,6,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,EBONY BLACK,TA",Sell-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER2,"MWO(COMMON),0.8,120V 60HZ,EBONY BLACK,TA",Cust. Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0,0,1,1,1,0,0,1,1,1
